Kartennummer;;Produktionsnummer;;;;;176105152277302;AC51035
176108452761652;176102892599939;AB72619;;;;;176102030048070;AC51036
176108232360775;176100778700126;AB72620;;;;;176103064503683;AC51037
176102155577119;176103373299304;AB72621;;;;;176105701034519;AC51038
176103026692707;176103050797331;AB72622;;;;;176104730062278;AC51039
176104943612398;176102203505765;AB72623;;;;;176109658066268;AC51040
176108244760079;176102097099982;AB72624;;;;;176104307587129;AC51041
176107182138629;176102331231078;AB72625;;;;;176105460097970;AC51042
176101796971566;176108284233656;AB72626;;;;;176102366440750;AC51043
176102550442901;176101337909448;AB72627;;;;;176103919763391;AC51044
176102191485947;176107428138557;AB72628;;;;;176102406392177;AC51045
176102016278634;176106296397790;AB72629;;;;;176106217150971;AC51046
176105258076400;176104476886831;AB72630;;;;;176104235726369;AC51047
176105309374218;176100138729690;AB72631;;;;;176109924619007;AC51048
176102847457357;176102275008201;AB72632;;;;;176107974921208;AC51049
176100557091028;176109529248517;AB72633;;;;;176103056080211;AC51050
176100724038324;176104045107818;AB72634;;;;;176106677157227;AC51051
176103129454476;176106413012660;AB72635;;;;;176101109348502;AC51052
176101621439201;176106512805642;AB72636;;;;;176106593011433;AC51053
176109080565226;176106645491559;AB72637;;;;;176103402857569;AC51054
176102798385284;176108173666370;AB72638;;;;;176107411042519;AC51055
176108618472970;176100616198665;AB72639;;;;;176109543657842;AC51056
176102926500325;176102386221818;AB72640;;;;;176101243644147;AC51057
176100444835769;176104206022871;AB72641;;;;;176102055155875;AC51058
176109902008355;176100497533931;AB72642;;;;;176109486450437;AC51059
176100602724292;176100690070236;AB72643;;;;;176103858046097;AC51060
176109583527384;176109266628285;AB72644;;;;;176104982479790;AC51061
176101940093762;176107141432261;AB72645;;;;;176103317930121;AC51062
176100199923919;176102679216277;AB72646;;;;;176104118028982;AC51063
176101266664709;176102365211152;AB72647;;;;;176107657101086;AC51064
176105845339873;176101249268461;AB72648;;;;;176104827413137;AC51065
176109270005835;176103581486164;AB72649;;;;;176106868814347;AC51066
176106075618036;176103656100260;AB72650;;;;;176101068062029;AC51067
176108923356397;176102631812247;AB72651;;;;;176107395901243;AC51068
176109008307552;176107757727970;AB72652;;;;;176105381907356;AC51069
176101479742599;176102773377454;AB72653;;;;;176108612509413;AC51070
176104880834500;176108156611757;AB72654;;;;;176101575545763;AC51071
176109670112108;176107613885608;AB72655;;;;;176108631482196;AC51072
176105281047535;176105679731740;AB72656;;;;;176107389025645;AC51073
176109543539446;176102922661782;AB72657;;;;;176101416479883;AC51074
176109910005674;176109494360487;AB72658;;;;;176108156611757;AC51075
176104153888472;176103803806207;AB72659;;;;;176107613885608;AC51076
176107392554177;176108631482196;AB72660;;;;;176105679731740;AC51077
176100799318361;176107389025645;AB72661;;;;;176102922661782;AC51078
176103213168321;176101416479883;AB72662;;;;;176109494360487;AC51079
176100847469182;176101575545763;AB72663;;;;;176103803806207;AC51080
176103403180755;176106868814347;AB72664;;;;;176103581486164;AC51081
176101874171535;176101068062029;AB72665;;;;;176103656100260;AC51082
176108013629257;176107395901243;AB72666;;;;;176102631812247;AC51083
176101679701080;176105381907356;AB72667;;;;;176107757727970;AC51084
176107296873715;176108612509413;AB72668;;;;;176102773377454;AC51085
176104546456680;176107657101086;AB72669;;;;;176102203505765;AC51086
176105960960008;176104827413137;AB72670;;;;;176103050797331;AC51087
176104492879596;176101243644147;AB72671;;;;;176103373299304;AC51088
176100741171660;176102055155875;AB72672;;;;;176100778700126;AC51089
176101002785883;176109486450437;AB72673;;;;;176102892599939;AC51090
176107494429013;176103858046097;AB72674;;;;;176101249268461;AC51091
176106427549814;176104982479790;AB72675;;;;;176102386221818;AC51092
176100536331156;176103317930121;AB72676;;;;;176104206022871;AC51093
176102926544489;176104118028982;AB72677;;;;;176100497533931;AC51094
176106540394247;176106677157227;AB72678;;;;;176100690070236;AC51095
176106336174050;176101109348502;AB72679;;;;;176109266628285;AC51096
176107633228342;176106593011433;AB72680;;;;;176107141432261;AC51097
176106217876666;176103402857569;AB72681;;;;;176102679216277;AC51098
176107710564973;176107411042519;AB72682;;;;;176102365211152;AC51099
176103878446277;176109543657842;AB72683;;;;;176102331231078;AC51100
176100240683181;176104307587129;AB72684;;;;;176108284233656;AC51101
176101156167581;176105460097970;AB72685;;;;;176101337909448;AC51102
176108121362452;176102366440750;AB72686;;;;;176107428138557;AC51103
176101123382180;176103919763391;AB72687;;;;;176106296397790;AC51104
176105116579785;176102406392177;AB72688;;;;;176104476886831;AC51105
176105154358266;176106217150971;AB72689;;;;;176100138729690;AC51106
176104907020299;176104235726369;AB72690;;;;;176102275008201;AC51107
176109857751108;176109924619007;AB72691;;;;;176109529248517;AC51108
176108400033741;176107974921208;AB72692;;;;;176104045107818;AC51109
176103395007024;176103056080211;AB72693;;;;;176106413012660;AC51110
176107834781446;176109658066268;AB72694;;;;;176106512805642;AC51111
176106529339395;176105152277302;AB72695;;;;;176106645491559;AC51112
176103392549838;176102030048070;AB72696;;;;;176108173666370;AC51113
176101725435360;176103064503683;AB72697;;;;;176100616198665;AC51114
176105788730666;176105701034519;AB72698;;;;;176102097099982;AC51115
176100977923032;176104730062278;AB72699;;;;;;
176103291556470;;AB72700;;;;;;
176103405697541;;AB72701;;;;;;
176104255273862;;AB72702;;;;;;
176103794448811;;AB72703;;;;;;
176103635316318;;AB72704;;;;;;
176107681801149;;AB72705;;;;;;
176107154733654;;AB72706;;;;;;
176103380907766;;AB72707;;;;;;
176101100986136;;AB72708;;;;;;
176106331859218;;AB72709;;;;;;
176105426655044;;AB72710;;;;;;
176109881083106;;AB72711;;;;;;
176101780806828;;AB72712;;;;;;
176105531949167;;AB72713;;;;;;
176107688371146;;AB72714;;;;;;
176106575442895;;AB72715;;;;;;
176102086748185;;AB72716;;;;;;
176100391239387;;AB72717;;;;;;
176101358168965;;AB72718;;;;;;
176106927616360;;AB72719;;;;;;
176108181286039;;AB72720;;;;;;
176104192880266;;AB72721;;;;;;
176106694308498;;AB72722;;;;;;
176103531204824;;AB72723;;;;;;
176102482303692;;AB72724;;;;;;
176107002014646;;AB72725;;;;;;
176105896510059;;AB72726;;;;;;
176105604244686;;AB72727;;;;;;
176102202384907;;AB72728;;;;;;
176107798140381;;AB72729;;;;;;
176105735746716;;AB72730;;;;;;
176107161215059;;AB72731;;;;;;
176106667918315;;AB72732;;;;;;
176104534223415;;AB72733;;;;;;
176101189187440;;AB72734;;;;;;
176105163408342;;AB72735;;;;;;
176101991191937;;AB72736;;;;;;
176109400557903;;AB72737;;;;;;
176104879635553;;AB72738;;;;;;
176103505850164;;AB72739;;;;;;
176104554235414;;AB72740;;;;;;
176104244045629;;AB72741;;;;;;
176105351736454;;AB72742;;;;;;
176106909654041;;AB72743;;;;;;
176106093770843;;AB72744;;;;;;
176102845231333;;AB72745;;;;;;
176104639262649;;AB72746;;;;;;
176102359319169;;AB72747;;;;;;
176108640126735;;AB72748;;;;;;
176105972681774;;AB72749;;;;;;
176104311870008;;AB72750;;;;;;
176102261982773;;AB72751;;;;;;
176104696009651;;AB72752;;;;;;
176101449585094;;AB72753;;;;;;
176101433960808;;AB72754;;;;;;
176101005300532;;AB72755;;;;;;
176103278052592;;AB72756;;;;;;
176106285780493;;AB72757;;;;;;
176101456665094;;AB72758;;;;;;
176108028407764;;AB72759;;;;;;
176104062084650;;AB72760;;;;;;
176101312755816;;AB72761;;;;;;
176106995513663;;AB72762;;;;;;
176105687345079;;AB72763;;;;;;
176103295464838;;AB72764;;;;;;
176109955299323;;AB72765;;;;;;
176100229201690;;AB72766;;;;;;
176109244326176;;AB72767;;;;;;
176102130017470;;AB72768;;;;;;
176105872863829;;AB72769;;;;;;
176104770935565;;AB72770;;;;;;
176107939047578;;AB72771;;;;;;
176108126314904;;AB72772;;;;;;
176106055703667;;AB72773;;;;;;
176104343616858;;AB72774;;;;;;
176108285713433;;AB72775;;;;;;
176104108903327;;AB72776;;;;;;
176107623991495;;AB72777;;;;;;
176106851914344;;AB72778;;;;;;
176108064730376;;AB72779;;;;;;
176108550866551;;AB72780;;;;;;
176104895614483;;AB72781;;;;;;
176105827433330;;AB72782;;;;;;
176104404457689;;AB72783;;;;;;
176108875578212;;AB72784;;;;;;
176100700772441;;AB72785;;;;;;
176105178692013;;AB72786;;;;;;
176106845478430;;AB72787;;;;;;
176108035530731;;AB72788;;;;;;
176102088949385;;AB72789;;;;;;
176100382770671;;AB72790;;;;;;
176104644652594;;AB72791;;;;;;
176102019794769;;AB72792;;;;;;
176101879418196;;AB72793;;;;;;
176101509657189;;AB72794;;;;;;
176101956626695;;AB72795;;;;;;
176108380583301;;AB72796;;;;;;
176101026503452;;AB72797;;;;;;
176102787190547;;AB72798;;;;;;
176108506272250;;AB72799;;;;;;
176104519032211;;AB72800;;;;;;
176108364966654;;AB72801;;;;;;
176103881873996;;AB72802;;;;;;
176104136507744;;AB72803;;;;;;
176108584206188;;AB72804;;;;;;
176108410060536;;AB72805;;;;;;
176102377906781;;AB72806;;;;;;
176100781462813;;AB72807;;;;;;
176107355500324;;AB72808;;;;;;
176101394993913;;AB72809;;;;;;
176101538457528;;AB72810;;;;;;
176104113698565;;AB72811;;;;;;
176106104053452;;AB72812;;;;;;
176103439773995;;AB72813;;;;;;
176103601979867;;AB72814;;;;;;
176106627682738;;AB72815;;;;;;
176108422286780;;AB72816;;;;;;
176102292570217;;AB72817;;;;;;
176108357983690;;AB72818;;;;;;
176105424389646;;AB72819;;;;;;
176100694560869;;AB72820;;;;;;
176102934998925;;AB72821;;;;;;
176103713731768;;AB72822;;;;;;
176100072564780;;AB72823;;;;;;
176100159791512;;AB72824;;;;;;
176106653920358;;AB72825;;;;;;
176108319597992;;AB72826;;;;;;
176109309200969;;AB72827;;;;;;
176103573628666;;AB72828;;;;;;
176105254477875;;AB72829;;;;;;
176103419840830;;AB72830;;;;;;
176108788980158;;AB72831;;;;;;
